hash_name	transcription	age	gender	first_language	socioeconomic_bkgd	ethnicity
acf07a2898a2b1685e2a2a769f718fd5	hey facebook display i'm available my status	31 - 45	male	English	Medium	Black or African American
725e2b3623c29f90e56f14962ad1f4df	great mom i'm so i'm so excited to see you bye	31 - 45	female	Spanish	Low	Hispanic, Latino, or Spanish
81e7b66786927588e1870645d70cb34b	please shuffle playlist	31 - 45	female	Tagalog	Affluent	Asian, South Asian or Asian American
c7a757fdd1ecb0d7d5c76c5268a0e510	reply text message hey girl tell me please tell me everything how was adele i saw your pictures and they were amazing please tell me more and if you have a video could you send it to me insert smile emoji	23 - 30	male	Spanish	Medium	Hispanic, Latino, or Spanish
f56d6531731e773918c43122518d20e3	hey facebook kindly read out an incoming text from my friend on sms too	31 - 45	male	English	Medium	Black or African American
cc6240fdd517494187c24fe87dc69c69	send message that's good to hear	18 - 22	female	English	Low	White
aae151f7696b54dc3a50d9db603371ed	hey facebook please mute my announcements	31 - 45	male	English	Medium	Black or African American
b34b26ac28d3687aac6d3f6d282bb594	put on my favorite song on my playlist	31 - 45	female	Spanish	Medium	Hispanic, Latino, or Spanish
710b35199673794b4de9e2b6f856e2f6	hunt by song	31 - 45	male	English	Medium	Black or African American
86c34169eec92d0f7e865700501be5f6	hey sally hope you get well soon	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
0eca379677466050a6ad9833d4f1cd36	hey facebook please read an incoming text from my friend group of friends on sms alright	31 - 45	male	English	Medium	Black or African American
9435d81bf8a8ec71563f99257ffc58a9	send text to cherry we're picking up at the airport at five pm	46 - 65	female	English	Affluent	Native American, American Indian, or Alaska Native
5af1295ae433c955341dea934b221897	you can't believe john just got a new ride	23 - 30	male	English	Low	Black or African American
b084c67ec0d8797394ac436a9d8d279f	hey facebook record for three minutes	46 - 65	female	English	Low	Black or African American
40bc066cd6a695077af8fb214bedb887	hey facebook go to the previous song	31 - 45	male	English	Low	Black or African American
dc63dcf07cf86f3f6016e5f5d3ba0bab	open music page go to artist search burna boy	18 - 22	male	English	Low	Black or African American
46b8d390766698412a972b44693e8a9b	hey facebook share this video to all my friends on instagram story	31 - 45	male	English	Medium	Black or African American
42d9376068a9b9062fe71611c0d3b66a	hey facebook please post the silly hat video to close friends on my instagram story	46 - 65	female	English	Low	White
731702352b185f7b5c73f7c2394f0ca0	find the bb kings station on iheartradio	46 - 65	male	English	Medium	Black or African American
dbd1f617c2107526df079af1a05c0010	hey facebook dial john on cellular device	31 - 45	male	English	Medium	Black or African American
c687feb9ea7f86c9e96c45169a248456	find me some songs by enemen	46 - 65	female	English	Low	White
d9baf61d31633ab430d6d2524378112a	play this on pandora please	31 - 45	female	English	Low	Native Hawaiian or Other Pacific Islander
7146d1fbb01b93b365e1607ae658b97b	text emily won't make it to your party tonight sorry send	31 - 45	female	English	Low	Asian, South Asian or Asian American
9db65cf7453063b2d20e7d47018ce691	when you get to the junction turn left	46 - 65	male	English	Low	Black or African American
15ee9cbfa8977bcf35bac5547faecda0	hey facebook i'm over this song	31 - 45	female	English	Medium	Asian, South Asian or Asian American
37a42f9da389e5de9ea00de9dccc5a0a	text back i'm at the theatre but i don't see you are you running late	46 - 65	female	English	Low	Asian, South Asian or Asian American
0d7f5139e3702e31596784699b762c8f	so take a turn and then the first left is the exact location	46 - 65	female	Urdu	Low	Asian, South Asian or Asian American
b542cc9f0f0f60c9865a5d81e7967457	so when i'm making this cake do i need to crack the eggs or just put the whole shell in get back as soon as you can	31 - 45	male	English	Low	Middle Eastern or North African
eb071f1aa3c431ec003d6943873a2e91	hey facebook call philip and add others to the call	31 - 45	male	English	Medium	Black or African American
4822806880af82084bf316e06dd80ff7	hey facebook read new text	18 - 22	female	English	Low	Black or African American
b4f4f83ecbb84b2848f10cdc6a7e1c0d	hey facebook finish the call	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
e2330dca2fca09aa0f16bf3f9ee1b0aa	send message to graduation group saying what time will the reunion be	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
32f78cfcdb3da7b214c25207a2c1e886	send how was the concert to friend	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
808d0f7b887d7ce5b10967cec2f43f0a	hey facebook pull the camera as far away from your body as possible then take the picture please	46 - 65	female	English	Medium	Asian, South Asian or Asian American
2ae932ed1afceb7d3feda8166b4b617b	hey facebook reply to the person that sent a message ten minutes ago	23 - 30	male	English	Low	Black or African American
74261074b96db201ef35a716bb5612f4	hey facebook can you please ignore thread messages	31 - 45	female	Portuguese	Medium	Hispanic, Latino, or Spanish
4309e2b9fce94fa903a5d08a260ec5f0	yeah i think you should go with a cake	18 - 22	female	English	Low	Black or African American
2d73e550e0182725b9bf894d29653106	hey facebook read an incoming text from a group of my friends on messenger please	31 - 45	male	English	Medium	Black or African American
83a1a7a4ba1f9654d9edfeccb5416db6	like this song	18 - 22	female	English	Low	Hispanic, Latino, or Spanish
4b8b71cb7d8478481894761d8002b3bd	send a text message to my sister saying i will have to call you later my boyfriend showed up	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
fe4d3de90d7b434da1bbec3807f7c8d4	play my spotify jazz album	46 - 65	female	Arabic	Low	White
2c1072fa19e9eb14c64b8f58d6a49be4	i'm about to get to the location right now	31 - 45	male	English	Medium	Black or African American
3f5d9126b7a4d6bcaeea9f4adce79832	hey babe i am stuck in line in starbucks can you make sure johnny goes down for a nap	31 - 45	male	English	Low	Middle Eastern or North African
be0ad35c09dfe271b732ce14ca491b03	hey facebook press stop	31 - 45	male	English	Low	Black or African American
fdd80664a5418eaeb1c9d7eb8bedfcf3	hey facebook set online status to available now	31 - 45	female	English	Medium	Asian, South Asian or Asian American
015873427843e036627b8e06b3ac82c3	ignore no	46 - 65	male	English	Medium	Native American, American Indian, or Alaska Native
dc0978177a2f68ccc7a2faa7ec04e9ee	hey facebook ignore incoming text	31 - 45	male	English	Low	Middle Eastern or North African
0d306b1c3b4a9d45f65f2cfdb4068150	hey facebook share post to close friends on instagram story	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
06d0854021563db2e71191e84555511d	hey facebook send separate messages to james and julie to let them know that i am on my way	18 - 22	female	English	Medium	White
e714f3b01a382053d1af9c5043aedf4e	send a thank you so much message to sam	23 - 30	female	English	Low	Black or African American
0f6c3e7bec07a476731050a08bf5965b	we are clubbing this weekend	31 - 45	male	English	Low	Black or African American
149a5bfa744bf076dc97849a586165b0	hey facebook share this photo on my stories	23 - 30	female	Mandarin	Affluent	Asian, South Asian or Asian American
a3aae409455e2250cf63bd9689436da6	text sam and tell him i'll be there about four o'clock	46 - 65	female	English	Medium	White
4346f23524cfb0f0a46e5fb91db99450	hey facebook accept call from mom	18 - 22	female	English	Low	Black or African American
a4baadd890cc598078e935e55cc93d56	resume play of my playlist	31 - 45	female	English	Low	Middle Eastern or North African
0006032b894d098e865ef251ba51c8b2	hey facebook decline the incoming call	46 - 65	female	English	Low	Hispanic, Latino, or Spanish
49ae6438c6c70c1e5b88a629aa93e9ee	hey facebook would you like to share a photo and video to my close friends on the instagram story please	31 - 45	male	English	Medium	Black or African American
f233eefceeaf49d66e6fd9785f6cce9f	hey facebook available for call	23 - 30	female	French	Low	White
317b2824e519ef9b46e1b0ac0474a3b0	hey facebook kindly toggle the video call to another state please	18 - 22	female	English	Low	Black or African American
e6a266223a98c3528421aca909823514	hey facebook text three two one three six six four zero zero zero	31 - 45	female	English	Medium	White
0353ad05f401d1276a67e7a2c040e88d	hey facebook pull up the incoming text message	18 - 22	male	English	Medium	White
68c86570cfc6a930dee053ba143d3182	hey facebook pick up the call	18 - 22	female	English	Low	White
6cbe136ad981867324556ceb6deb2121	yeah comma i am available next thursday to talk about that conversation we didn't finish	31 - 45	female	English	Medium	Black or African American
49714b32171547e4d1efd2075f63965f	hey facebook open my camera and take this picture	31 - 45	male	English	Low	Black or African American
86f9ca3f7901d1300a40180204b3d89b	i'm looking for a rock music radio station	31 - 45	female	Spanish	Low	Hispanic, Latino, or Spanish
977dd3e26c9253f6d6804bc30236081d	hey facebook share this	18 - 22	male	English	Low	White
3c1c6f59aef5a1bd9d84d8ec2a915b46	reply to michelle well i saw linus totally cuddle up with harley earlier	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
9e8640c255254f47e96533cb2c57806c	ok i'll meet you by five i will be leaving the office already i just finished my work and i will get across to you soon	31 - 45	male	English	Medium	Black or African American
0d91b4faf7169624f36a882399b4dd58	reply to regine we could meet at that new pizza place on wilmot period is that ok question mark	31 - 45	female	Other	Low	Asian, South Asian or Asian American
25459baa058a122d0f1a16e644dadb4e	send text message to claire just heard both sides now by joni mitchell thinking about you	46 - 65	female	English	Low	White
b8aa64a24421f7f492be6916bac51a42	hey facebook take a picture of this	23 - 30	male	English	Medium	Native American, American Indian, or Alaska Native
f9ecf27c7e0826266cc0e26077e527c9	hey facebook ring tommy	46 - 65	female	Nepali	Low	Asian, South Asian or Asian American
f5a77abd5d3bb20d81e9a093da8c35d0	hey facebook go to the next song	46 - 65	female	Arabic	Low	White
3c6cde110f2fbea87f28ac84f4a22183	i have so much stuff to do today but don't worry i'll make some time for you	18 - 22	female	English	Low	White
43a73dae42070ec80758d16566a1e12d	find nashie music	31 - 45	female	English	Affluent	Native Hawaiian or Other Pacific Islander
324b489d0caae2f05bbea7f51c1a822e	hey facebook share this video to andre	31 - 45	male	English	Medium	Black or African American
e5fadef68e6064480ef25b17a26be8ba	send text message to pam how long do you usually cook your turkey for for thanksgiving	23 - 30	female	English	Medium	Black or African American
8818f27da2aba7bba6c0ac1502246656	message oh my gosh one i have to do laundry two i have to do the kitchen and that's not even the beginning of what my to do list is	18 - 22	female	English	Low	White
8e5d95d14b3908da7fe34eca19df50f1	hey facebook call uncle todd	31 - 45	female	English	Low	White
7e633af424928952d8fbd7e95ff28972	hey facebook get gomez on the phone please	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
add653f390045615afd3261a11876e11	hey facebook start call now	31 - 45	male	English	Low	Black or African American
33199a8d8ca3abea8c27193d7cdc7690	please send a text to mom and john to name the little one james	31 - 45	male	English	Low	Black or African American
ea335cfa60394402efc61a73997510f3	message my mom that i saw the store that she was looking for and they do sell the rose reds	46 - 65	female	Other	Medium	Hispanic, Latino, or Spanish
16fc2cb2e10a015d4c52e5eb8292454d	hey facebook i'm really not feeling well right now i just wanna lay in bed mute my notifications for the next three hours	18 - 22	male	English	Low	White
8e88ab2492c64976af2b71bed92d6114	reply to sister i'm just now leaving the office uh what time are we meeting up this week	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
36f7faf03362ec58cb98a7ccaaa32b96	i'm on my way to the location right now and i was unable to get the road can you please send me the location address	31 - 45	male	English	Medium	Black or African American
90520a4f9f0e06ff16d2b914f449bbcf	hey facebook end the music	46 - 65	male	Spanish	Low	Hispanic, Latino, or Spanish
c5a0b1deb75bee3febd38f8171ddea2c	hey facebook mute notification from group	31 - 45	male	English	Low	Middle Eastern or North African
6a1cf25c73063ed353662b32649f24ed	add to my playlist	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
686427b24ccc815186b449848cab8f9a	hey facebook go to the next song	31 - 45	male	English	Medium	Black or African American
8194152b00b0c3d673de8d8c64a3112c	send to sarah a messages how has your life been affected by the black lives matter protests	31 - 45	female	Arabic	Low	White
dc84cb57f249d08fa8db23032e71964c	my encounter with the bookshop staffs are very good they are educative staffs i learned a lot from them the first time i meet them i'm very glad and recommend the bookshop for you	31 - 45	male	English	Medium	Black or African American
9cd411871d27ade2580c17258838627c	i have an official duty today i won't be make to come today	31 - 45	male	English	Low	Black or African American
e1402e32775b3a367b1e30142b1730e3	hey i'm just curious how you feel about these black lives matter protests i personally i'm really glad that they're happening i think it's time for their voices to be heard it's way way way past time and we need to make sure we're allies and down there helping do you want to go	46 - 65	male	English	Medium	White
3c25671993f4375ea07cfe62502476c4	hey would you please stop for the flowers instead i will be super late if i do it	31 - 45	female	English	Low	White
eed004f5cca72636f6e02a62081de81c	i'm sorry i lost track of time i'll be five minutes late	23 - 30	female	English	Medium	Native American, American Indian, or Alaska Native
b57419dd4492313e6d57805b6a63344a	order my playlist from most played songs to least played songs	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
7fdbd268298080c6d434491e4b1d3816	send a message to cled man i cannot believe that your pet perry is dead like he is like the greatest he will also bark me that were always like frustrating but really funny you know but you know end at day keep moving forward and do not do not make this any hard and it is i am gonna come visit you and i hope all is well	18 - 22	male	English	Low	Middle Eastern or North African
449f56da0d1224615430c0f3f6d14648	start a new search of vice song	23 - 30	male	Spanish	Medium	Hispanic, Latino, or Spanish
0e5ab104f3a514e2e5cab85217d7d7ae	hey facebook can you text nine five two three four six nine two seven eight	18 - 22	female	English	Low	Asian, South Asian or Asian American
2e878aa82438c31b361b08ee49dff048	hey facebook set my notification to busy	46 - 65	female	English	Low	Hispanic, Latino, or Spanish
01e012b2d017a98b678a6fc4110fa49a	text eddie that i finally finished the door because it couldn't close but now i made it work again	46 - 65	female	Other	Medium	Hispanic, Latino, or Spanish
6662b0159e1bde9a63c47297540373f6	i like that song please save it	46 - 65	female	English	Low	White
428045bb05ee5a4f92f418d00fe23c90	hey facebook set my status to available	46 - 65	female	English	Medium	Native Hawaiian or Other Pacific Islander
a3ded0dee3f096781e02970ecf3c9271	i suggest baby's names to be geoffrey	18 - 22	male	English	Affluent	Middle Eastern or North African
5e71492077619b762304437ab5460cd4	stop music	31 - 45	male	English	Medium	Black or African American
b7a6c0b5edf030c1ab9653c12b7cc012	okay i'll see you when i get there	31 - 45	female	English	Affluent	Native Hawaiian or Other Pacific Islander
cd47efdd46dfc33c787fd709597a39cf	hey facebook take snapshot	18 - 22	female	English	Low	White
7ed150cfa4d47c828833c5b1d2f7d5b1	hey facebook do not respond to the group text message	31 - 45	female	English	Medium	Hispanic, Latino, or Spanish
abf0f707e5e80fe9f0f5130570842a8a	hey facebook open messenger and facetime my mom	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
6529c3d21f0e1941f1eb24eff8f0d1e2	hey facebook turn off my notifications please	18 - 22	female	English	Low	White
eb346fc36689293a5621277b1130d450	wow so i just found out if you add black pepper to turmeric it activates the turmeric and makes it better for your body to digest	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
1b9d00c9cd900bcb58f1845f302b7376	send my location description to michael	31 - 45	male	English	Medium	Black or African American
29e96bc5fcd2479a3483d4b763604bf6	hey facebook delete that video we just took an hour ago	23 - 30	male	English	Low	Asian, South Asian or Asian American
a31a4fe601722916976e9e101c22d2a4	what album by jelly roll has creature	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
4cc98cd508cf2b960e06097129b5ef93	hey facebook lay down i'm available on my phone number status	31 - 45	male	English	Medium	Middle Eastern or North African
2e5980840b4c3a7d6cac903579dd68b6	hey facebook replay previous track	31 - 45	male	English	Low	Black or African American
409e6b73287ff1cefdf168eae10189e2	how is pandemic going where you are	31 - 45	male	English	Medium	Native American, American Indian, or Alaska Native
17cf8352bc79b69473577973fb314eae	hey facebook make a one minute video	31 - 45	male	English	Medium	Middle Eastern or North African
d0e7a9b90eb350f38a64b638c1a1f2fe	hey facebook go back to the last song played	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
dac248f3cee8b4393756da7fb6fb1923	hey facebook show me all the messages from peggy johnson	23 - 30	female	English	Medium	Black or African American
921828776043dc4dd8185a83b369b5f3	me and roger still have to stack the blocks build the footings and frame the apartment up	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
f6220dbb328119f6b39642b148470778	look on my calendar and tell me what time the meeting is	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
b1049d565c19a82b403c8ce6ed073a8f	we are finalizing this plan for the weekend wrap up this conversation	46 - 65	female	English	Affluent	Native American, American Indian, or Alaska Native
c4dc3b0f2a6e18b963abd4157b462ad2	find murder music	46 - 65	male	English	Medium	Black or African American
22a5b262f593f6e5eb87af69db40c083	hey facebook share the photo to my close friends on my instagram story	18 - 22	female	Mandarin	Low	Asian, South Asian or Asian American
e695f5283723aa131e9723736c4226b2	send a message in the group called my bestest friends and tell them that i am on my way to john's house	23 - 30	male	English	Low	Asian, South Asian or Asian American
617fd3e7ad6452d7c5ec551db4d73f2d	hey facebook disable notifications	31 - 45	male	German	Low	Asian, South Asian or Asian American
1f00e24e55ee60c240eadc7dcbecf887	hey facebook take portrait picture	46 - 65	female	English	Medium	White
f63d3d0ee5475e37dd500de465724f56	play cardi b on apple music	23 - 30	male	English	Low	Black or African American
39687323fe460a0880f09f87918ae94c	save this song to my playlist	31 - 45	female	English	Low	Asian, South Asian or Asian American
42df10b3066494ea1ab0caaa4d3177e4	message the group i am just now getting off work what are the upcoming plans for this week	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
26ef156c4f13332947daeb3fbde9b1bc	send text message omg you need to watch wednesday on netflix	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
597a346d0865889a3830782501e953b5	help me find my james taylor station in spotify	46 - 65	female	English	Low	White
86eb4292d1ead8ec643cfb5eee7da304	hey facebook send message to emily beaverson hey emily how's lily doing question mark question mark send	23 - 30	female	English	Low	Asian, South Asian or Asian American
6ce7e00d9ccd5a1113b3e3c568dc0da1	send a message to jan sorry for bailing on you like that i'll be right back and we'll pick up where we left off	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
5795b41b9f7028b422fcdc4785a02c19	hey facebook share a private story with wanda alice and bob with the last videos i took from my vacation	23 - 30	female	English	Low	Middle Eastern or North African
97405c7bc63bfe5493251dd0b0fcc333	who is the song artist	31 - 45	female	Spanish	Medium	Hispanic, Latino, or Spanish
cd23c26f83b2e637b7816c1571325dc2	hey facebook please share my photo and video to my close friends on my instagram story please	31 - 45	male	English	Medium	Black or African American
cc543d82ab77f083c1d9dc718ad2a226	alright send emoji of crying and laughing at the same time send a happy face emoji send any happy kind of emoji with this message no words just emoji cool	46 - 65	female	English	Medium	White
f42b4e36d05cd0de34c5e339a1b782e1	hey facebook change my status to be online into available	18 - 22	male	Arabic	Low	Asian, South Asian or Asian American
8dadca8d59a2a07b7c0517996a29e1e3	home device play top fifty songs	18 - 22	female	English	Low	White
bc05e4747d5f4c3a63ebe814a25babe7	reply to the text from mary i had a great day too talk to you tomorrow	46 - 65	female	English	Affluent	White
facb94ba4c54b775be46de8b9d4fdaca	please save this song to my favorites	31 - 45	female	Tagalog	Affluent	Asian, South Asian or Asian American
c171beba5298ff52017e8951246511c7	find pandora classic rock station	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
10818fabb59802fb19cba7b34127fb08	message emmanuel with she returned my book but it was damaged	31 - 45	female	Tagalog	Medium	Asian, South Asian or Asian American
b37242807fa545f8846f70a55bb59e17	play shuffle playlist	31 - 45	female	Spanish	Low	Hispanic, Latino, or Spanish
3d343e4708d698f919a234e5a1d10cce	hey facebook do a thirty minute recording	31 - 45	male	English	Medium	Native American, American Indian, or Alaska Native
a5d3ae761f57ecb942e87324008cc66e	hey facebook unmute my notifications	18 - 22	male	English	Low	White
c7da02a7e29ba5198ab8f5dc712f7e14	you would've never guessed who i ran into today going to the store tommy	23 - 30	male	English	Low	Native Hawaiian or Other Pacific Islander
c77b1e03da440b6ba3f8abc55af994a6	digital assistant please send smiley faces emojis to the last message i received	46 - 65	female	French	Medium	Native American, American Indian, or Alaska Native
29e5c6e433fe9046a2f632b86690206d	hey facebook could you shuffle my playlist	18 - 22	female	English	Low	Hispanic, Latino, or Spanish
5f41d2b5e3eb71ecf674cf6d56ed8996	shuffle classical playlist	31 - 45	female	Hindi	Affluent	Asian, South Asian or Asian American
28cceed3cc3121f072e04aa7c525ceb4	stop video recording	46 - 65	male	English	Low	White
fbd2ae8d93cc9315a284adced9d513b6	hey facebook mute all of my notifications	23 - 30	female	Mandarin	Medium	Asian, South Asian or Asian American
cdd40a65a16eb57c1f12315dc47b4cc3	make me available in workplace chat	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
5978892e6758683da7ee111d5f15d174	hey facebook skip message	46 - 65	male	English	Low	Asian, South Asian or Asian American
78cbfbe650795cbd4d92fac30b082247	hey friends please what can i do right now i'm tired	31 - 45	male	English	Low	Black or African American
6e33d95f49a3d14e786969ed45deca65	searching pandora station	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
5f9b7a32b8cffcb5c25f9856e77be088	search the new latest song in my phone	31 - 45	male	English	Medium	Black or African American
ab65262096354d28280f5989e8b3a328	hey facebook end the call	31 - 45	male	English	Medium	Black or African American
49dee30d0f56e3087d918972c96b20f1	hey facebook reply with okay thanks	18 - 22	male	English	Low	White
e01f19fbcd9d3e77909fadd9c69ebf7e	start message to jen hey girl i would love to get coffee or go shopping with you anytime let me know what you would like and i can meet you there stop message and send through messenger	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
6da797fb0bffa2436c9bd66ffd9c0be2	to check for the phone volume level one i could just push a button on the phone that actually and specifically is geared to what level the phone volume is at and from there i can see what level is being used this specifically is just for sound these buttons also another important place to go to is settings if you go to settings and then look under loudness or hearing you would see the phone volume there and you can adjust it accordingly if that doesn't help you could always ask siri she could take you directly where you need to go to find out the volume of the level of what your phone is using and then last but not the least there's always the help center the help center can guide you as to where to look and where to search and usually they have two or three different choices	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
2c841d4074778b9ac7d038a7903c9cc2	hey facebook kindly make a call on messenger app	31 - 45	male	English	Medium	Black or African American
1baadad07e6ca8821453ad2a29a53eb4	tell the party group that the surprise party is at seven pm	18 - 22	male	English	Medium	Native American, American Indian, or Alaska Native
c48ca2a8d1865a87557baa06a1fb9360	add this to my playlist	18 - 22	female	English	Low	Native American, American Indian, or Alaska Native
be358e19644da14e3bbe5758f3c575fa	hey facebook make myself available and call anna	23 - 30	female	English	Medium	Hispanic, Latino, or Spanish
82ed18ae2587a3984ac0b8ba9494465d	sorry mister michael i will honorably decline the offer because my hands are full right now	18 - 22	male	English	Affluent	Middle Eastern or North African
62c814458fcb29cd068a0657f816e3c6	respond to jam i have look everywhere and still cannot find him	46 - 65	male	English	Medium	Black or African American
16a58790a0064f864b93609c966991d7	send text message to my wife that i'll be late tonight	46 - 65	male	English	Affluent	Black or African American
17d3ec4478c39b9fc605494e5175991f	hey facebook what is my phone volume at	23 - 30	female	English	Medium	Asian, South Asian or Asian American
54557e242d3d4a86a6885d8a129a3ca5	ask mom when she is getting there	18 - 22	male	English	Low	White
283e73b30a0cbfe48edbb1f7f8b4d776	write message i would love to visit the museum there is an art exhibition there let's go	31 - 45	female	Spanish	Low	Hispanic, Latino, or Spanish
de9ad73f64936a32d4912d6ed21647f1	do not forget to get the good item for me	31 - 45	male	English	Medium	Black or African American
e7e1cd9e888698cefda2e0948ebfa424	answer with can you please lend me one thousand dollars i'll pay you as soon as i get a job	31 - 45	female	Tagalog	Medium	Asian, South Asian or Asian American
ac3a17d54d2ceb4cad134f4902736f6b	send a text message to chloe hey comma how are things going question mark do you feel like going out for a drink after work question mark	46 - 65	female	English	Medium	Native American, American Indian, or Alaska Native
e645191946ea01837b8755c590d534f6	kindly shuffle music now	31 - 45	male	English	Medium	Black or African American
08e6146f30552f4dc261c9c229597b5e	hey facebook set cellular device status to available	31 - 45	female	Malay	Medium	Asian, South Asian or Asian American
103fd50a69cd5772600b6dc849f4debf	play eighties music please play nineties music play seventies music play nineties music play two thousand music play soft rocks channel play country music stations play fast dance music stations show me your favorite dance music stations what stations do you have for fun music play romantic music for me play loud dancing crazy music for me what station has the best	46 - 65	male	English	Medium	White
8b81c147318c663cfec1f18d1405f4f9	play my music	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
455e27bea83ac84736d7869701ae1db4	i'm selecting the suitcase i would take for the trip	31 - 45	male	English	Medium	Black or African American
597224502c97eeb3136abaecec4fa617	hey facebook call my friend on a video call	31 - 45	male	English	Low	Black or African American
97f8899fc85c193b579225478b125a3c	hey facebook send a video	31 - 45	male	English	Medium	Black or African American
c1e577adc409c9c244ff9469116f4c96	hey facebook stop the videotaping	31 - 45	female	Spanish	Medium	Hispanic, Latino, or Spanish
01feaa3b13f279c246267300ea8ab7f5	played often iheartradio	46 - 65	male	Mandarin	Medium	Asian, South Asian or Asian American
e0a8978285275102c6cc49c6e57695e2	hey facebook please activate the messenger app	46 - 65	male	English	Low	White
5cb3f60242a84c7b810ac77e6ea78922	hey facebook start the song over from the beginning	18 - 22	male	English	Low	White
167a7436dc6e0f9060081939186040ea	hey facebook open up camera go to landscape mode and take a picture of this tree	23 - 30	female	English	Medium	Native American, American Indian, or Alaska Native
4e1d8c22cb44877ed22cc9a59ee7e0ca	hey facebook change my online status from offline to available	23 - 30	male	English	Low	Asian, South Asian or Asian American
462d22e46cd98552c77a987d7659aa4b	hey facebook change my status to available	31 - 45	male	English	Low	Black or African American
4863c80d779caae62c04c53a468140bd	did you enjoy the restaurant down the street i've been thinking about going and wanted your opinion on whether it's worth it or not	18 - 22	female	English	Low	White
b0d63fe31cdd0535a2a95973a93fce9d	hey facebook please say i want to tell you something	46 - 65	female	English	Low	Hispanic, Latino, or Spanish
c7433217efe58e76e338252491fb5cf0	hey facebook text cody i'm running late will you please go check on the girls since i won't have time to before class	23 - 30	female	English	Affluent	Native American, American Indian, or Alaska Native
7fbf6b24ba65d842a19a70217bf315bc	hey facebook please set my online status to available	46 - 65	male	English	Low	White
e8190004ce4bff35829516d574c9d770	hey facebook start a video of fifty second	31 - 45	male	English	Low	Black or African American
f2e9bc74a5bfdb93efe0a1e78ccd41d5	message tracy feel better soon honey	46 - 65	female	English	Affluent	White
ff4ee965a2268efe3b5ad7e68de141c7	hey facebook can you call jerry for me	46 - 65	female	English	Low	Black or African American
8f7ca0c39508fa99b47b7748340868df	hey facebook open today's chat and send a photo message	31 - 45	male	English	Low	Black or African American
6faeb0debb7024732a1bdebf1444e8e6	send a love emoji to my mom	31 - 45	male	English	Low	Black or African American
99c2b6838aa4b94ae94dd8c84107762d	hey facebook	31 - 45	male	English	Low	Black or African American
d4079ed2ab4f7e93abd3061e6cdffe3d	using a text messaging you want to share a random fact you learn and you recently find interesting	31 - 45	male	English	Medium	Hispanic, Latino, or Spanish
4518d4f7e172ccbd610167c68cbb3de2	hey facebook	46 - 65	female	English	Medium	Native Hawaiian or Other Pacific Islander
8075b06d8463bc933e26b17f277a06da	hey facebook take a picture	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
b73acc512601cf0df4e8495afbe47cd4	my school graduation was so nice with my group of friends i love it so much and it is memorable i really enjoy it	31 - 45	male	English	Medium	Black or African American
442e13cf5e79774e083d766864368c26	send text message sorry i got to go i got to take care of my kids get them ready for bed	31 - 45	male	English	Medium	Native American, American Indian, or Alaska Native
4f0dc0fa4b7aecff1fa3ff25236c1207	list curated playlists in spotify	31 - 45	male	Spanish	Medium	Middle Eastern or North African
93182e7f1652778e1fc53b50204fe3d6	does anyone have any idea where exactly i can find my	31 - 45	female	English	Low	Asian, South Asian or Asian American
be16ccf87c868e7d3ec9ccf055e9b2b4	search by different genre	23 - 30	female	Hmong	Low	Asian, South Asian or Asian American
6f47ece5143fd855d751c4031154868d	hey facebook share photo now	46 - 65	female	English	Affluent	Native American, American Indian, or Alaska Native
c0a90ed01cabefd93a68f71e912b1959	hey facebook reply thank you	31 - 45	female	English	Low	Asian, South Asian or Asian American
005bf21bd49ed93a03f66258dd4fc022	hey facebook record two minutes of this video for me	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
56f04ae4ade255de6add29878c9160f7	send text to lorena hey i'm home	31 - 45	female	Spanish	Medium	Hispanic, Latino, or Spanish
3f036345270082007bfd848e1b8195aa	hey facebook take a one minute video	46 - 65	male	Dutch	Low	White
